Series Name,Series Code,Country Name,Country Code,2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Panama,PAN,2.94961630201192,2.78054588931133,2.57262188471475,2.44618170062367,2.45508077795197,3.06418840436243,2.80289215776646,2.61152086154905,2.4502821304531
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Papua New Guinea,PNG,17.4569301700841,17.8663404294926,17.649568905745,16.9738355202322,16.9764457963718,18.7553254414599,18.9927879739106,16.9085919668347,16.959592502238
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Paraguay,PRY,9.44042072515891,10.696513407573,10.1848244821521,9.95020338548856,9.66747366416727,10.7279902822144,11.2789007802766,10.8974804512645,11.348849122098
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Peru,PER,7.04564405972046,6.93503461650105,6.77975956010925,6.88584285144097,6.85303103477238,7.7158463734968,7.12151916027232,7.14735293215378,7.18623360549378
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Philippines,PHL,10.9964991547046,10.2051255326965,10.1829541315339,9.65014035825873,8.82032374716967,10.1853110317615,10.0691640204876,9.55176804414326,9.39675017951301
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Poland,POL,2.48363694237949,2.6237968659564,2.98537285986431,2.41564136866167,2.37029744646443,2.56844423547416,2.24552304361646,2.80606930357805,2.74749309885613
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Portugal,PRT,1.97541250129625,1.92235840837832,1.96367345206825,1.91817470918666,1.99991845769704,2.14089692520428,2.16204629838151,1.90543677756043,2.11841993793413
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Puerto Rico,PRI,0.826985117363399,0.805660903593846,0.81867621374545,0.70791744297882,0.682321472056496,0.66100460676674,0.673046024208234,0.666301537767947,0.693625145565439
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Qatar,QAT,0.161318389310859,0.183872269651982,0.214741536757396,0.218257646242842,0.260005311222201,0.338750393788987,0.298239677365639,0.256559616869689,0.292779132520435
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Romania,ROU,4.42592968395419,4.2921753725524,4.43884283682194,4.49503850477091,4.29922089922956,4.0647816898077,4.60565294466557,3.8129043866278,3.87724563959829
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Russian Federation,RUS,3.87310448732299,3.84021728459951,3.55363208990976,3.3942533806976,3.53030291392166,4.00635163401546,3.93760010064737,3.82076764376678,3.34855889106627
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Rwanda,RWA,23.9810045274251,25.1527094826327,26.3454376635445,24.6227246165566,23.560629300383,26.6559195496967,24.0703070301044,24.8869754110813,27.0533057581152
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Samoa,WSM,8.32395364948745,8.64439767739187,9.90757564175906,9.14766033843446,9.10454875149409,9.53628221636978,9.85279056927427,9.99264987474928,10.9738580777854
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,San Marino,SMR,0.0200541096861857,0.0136238729961193,0.0204788600977845,0.016406698271998,0.0152774759329299,0.0141009168983556,0.0166253927819304,0.0114889167333267,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Sao Tome and Principe,STP,14.1348690685509,13.0514022257346,12.7475187137291,11.8181222110283,11.9296548194696,14.1470498019151,15.2661766239364,13.9317577053548,13.7064079951907
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Saudi Arabia,SAU,2.7729205286776,2.94702702702703,2.86745262435524,2.48162890916244,2.55954777337025,2.96025047239585,2.67515942997207,2.40492087955598,2.71494286407976
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Senegal,SEN,14.2825767344045,14.4140203888971,14.9820338201197,14.9875195578847,14.8962721234445,16.1487794824433,15.5512646222076,16.340976315304,17.4126152448881
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Serbia,SRB,5.60595319138529,5.70664096571472,5.05778606525606,5.20468651078978,4.76474851493196,5.05373769401741,5.15586469879064,5.33833772063431,3.7865962699793
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Seychelles,SYC,2.05307446564115,1.9149122831203,2.13180786598013,2.0783484846252,2.12955445087691,1.96124535557297,2.44466263831241,2.59090853442949,2.81663903546804
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Sierra Leone,SLE,37.5596573775199,36.9144022092034,38.7446566249298,34.9852345791337,34.547180978919,35.1278781419804,33.6524058499011,33.7662790136482,29.0706684841078
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Singapore,SGP,0.0326135138026483,0.0315798285659967,0.030800882002243,0.0301356082701394,0.0321888370280154,0.0327869668385027,0.0307258905921678,0.0265267659870693,0.0290657823856606
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Slovak Republic,SVK,2.04596984034113,2.06264218897129,1.84814166887456,2.00932916157168,1.6170097133415,1.72917824309886,1.82466337881561,1.92924847500286,2.00257670735336
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Slovenia,SVN,1.97361186480213,1.85129615497703,1.69303673263207,1.99134296260198,1.77040651705792,1.89729714128329,1.51124954313166,1.7102320081773,1.51932161939818
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Solomon Islands,SLB,33.2225624776607,34.4469373609135,33.280139396867,33.9687555946478,32.6711500680067,34.1198383133867,35.0435877725258,33.7555285921171,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Somalia,SOM,..,..,..,..,..,..,..,..,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,South Africa,ZAF,2.23397839045912,2.41418607394576,2.49379863849766,2.2607038266992,1.9503211452698,2.57866122238783,2.48808434399147,2.70990871821223,2.61681042406659
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,South Sudan,SSD,10.3550274477245,..,..,..,..,..,..,..,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Spain,ESP,2.72327046339292,2.81522075003094,2.80344676690393,2.70128254621885,2.51980122994951,2.78468031745976,2.76824927112995,2.30957558409148,2.4997263609206
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Sri Lanka,LKA,8.21693887941169,7.26171847777838,7.4306787796126,7.59206395095741,7.25624669982984,8.25132314823574,8.78994016463402,8.49709598933623,8.28102514095053
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,St. Kitts and Nevis,KNA,0.848906945250532,0.789432057710206,0.902643455834945,0.915821487057399,0.899970246154566,1.12713117879485,1.23928084614456,1.18610039775686,1.41340802078875
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,St. Lucia,LCA,2.15547268778429,2.07726308695566,1.56041512231282,1.62814937282105,1.73221387538665,1.98117635433907,1.71380965604792,1.51771457480278,1.12628402475082
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,St. Vincent and the Grenadines,VCT,6.26030041907991,6.75105293320355,6.76902554291306,7.10938187118093,7.00102071108183,8.59754538481207,5.35666515216496,4.57706943395937,4.15378200896425
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Sudan,SDN,31.5564513257888,22.9775814159681,21.2305403131037,21.9934731580502,20.1640153484443,20.3208627544265,6.35709212800824,5.03129266150122,5.47014439253618
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Suriname,SUR,10.4081572411936,10.7661271900991,10.9177598208742,10.0324669859288,8.59607814021171,8.1360284150591,9.67766403232661,7.29566179490095,7.47450024143751
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Eswatini,SWZ,7.71805794544233,5.68776715854089,8.2050108835588,7.58296675769806,7.6876853230323,7.9204524583109,7.49478635919667,7.90484224740504,7.05235121915418
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Sweden,SWE,1.30289041518333,1.27441325068162,1.31525688825892,1.27924121516752,1.29094538271318,1.19966667848375,1.11492008235868,1.04020128176122,0.993696150422338
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Switzerland,CHE,0.62644626050893,0.658010471667002,0.631333510334041,0.643750702339479,0.647745526895984,0.705477633321729,0.625932432983477,0.614574942644973,0.62920241956629
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Syrian Arab Republic,SYR,33.1304622129369,34.1668728227147,40.6356075288157,39.0098811896256,40.7410447915959,33.8826886677658,40.1284575405316,43.0599878108777,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Tajikistan,TJK,21.5905747207608,20.8569765086156,20.2832963188861,19.7719647842925,20.8670733588,22.6904308448361,22.4490805460825,22.9348537040845,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Tanzania,TZA,26.745885729563,27.4441425717754,28.7534809528128,27.868599477377,26.5943119516018,25.254901665343,24.7884506158783,24.2569694569378,23.6871473778719
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Thailand,THA,8.87272364786793,8.47807696285562,8.40641258665047,8.20181926195524,8.1285680400948,8.70285214673554,8.69189456711264,8.72463857350797,8.57620656757898
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Timor-Leste,TLS,17.8277581390576,17.0630746923768,17.1293898636009,17.7713577078907,14.1291551737167,13.2621545207774,8.67050382250252,10.3344923041058,16.8601399411678
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Togo,TGO,18.9219528288839,20.3851787615244,20.3154574132492,19.6493699416043,19.5145346708648,19.0768869585632,18.3649911479173,18.7001426667896,18.1308320495559
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Tonga,TON,16.8506630377007,16.6067318041161,16.8193763932722,17.3828252007989,20.2411899518908,17.4558596693831,15.1346880325987,15.5719324326622,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Trinidad and Tobago,TTO,1.65829407061422,1.61808628615819,1.72011444531291,1.70197971518082,1.58505601257357,1.77700442372342,1.47094682475968,1.07695844326054,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Tunisia,TUN,9.20592301747619,8.5254177646665,8.986045690927,9.88852551876126,9.76625873287072,10.3917002295357,10.1462824713298,10.7958851488668,9.47322064564395
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Turkiye,TUR,6.86837534505832,6.14229206403875,6.03862979568919,5.79162073249373,6.40176095459275,6.66994132531181,5.53375329262718,6.47692581339169,6.15948050204121
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Turkmenistan,TKM,9.30653875928778,10.5274383259738,11.1178074761568,11.0415688363389,10.8113571045068,11.4920524061037,11.8079599602345,10.9344870689238,11.291652725482
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Turks and Caicos Islands,TCA,0.495079983440721,0.440892167384053,..,..,..,..,..,..,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Tuvalu,TUV,15.9163265306122,..,..,..,..,..,..,..,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Uganda,UGA,23.4723696930371,22.6603227869887,23.4588353827426,23.2502935412734,22.9455088065564,23.9290337205103,23.8418038272172,24.0117220529553,24.0895746897278
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Ukraine,UKR,12.0593761063371,11.7257009089167,10.1776550393512,10.1395331070229,8.96518101437243,9.31015109807472,10.8857721063269,8.57297627041519,7.40536799317816
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,United Arab Emirates,ARE,0.723671593030506,0.750862912190636,0.761757601656358,0.711463999831489,0.746712201018526,0.963890712780097,0.943418359308674,0.703347021034237,0.701206777662814
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,United Kingdom,GBR,0.631166672145544,0.578868221997394,0.594098772522404,0.571108913982411,0.604721474036011,0.671076489218374,0.708497418395029,0.660339419924098,0.579699701731121
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,United States,USA,1.02890409132672,0.937140437714336,0.940362226343714,0.898498260790929,0.83262086291437,0.935800226701142,0.944732585225621,..,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Uruguay,URY,6.13144194290358,6.67871955545645,5.40639555315725,5.82386648846673,6.50279432319125,7.36949830204018,7.94950632547783,6.95628905852144,5.56779937151037
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Uzbekistan,UZB,29.2207185669537,29.2766543055556,25.4562457149834,23.9262624393086,21.8419117411197,22.5277110093492,22.1547283093166,20.9737716891415,20.5695563710874
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Vanuatu,VUT,22.4211305974365,21.682977794043,21.3702325875497,21.2191878696463,..,..,..,..,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,"Venezuela, RB",VEN,..,..,..,..,..,..,..,..,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Viet Nam,VNM,14.4747261789547,13.8182553730866,12.9298794852362,12.3066684310428,11.7845285540387,12.6554035685556,12.6030904652746,11.9555291630892,11.9604858170749
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,West Bank and Gaza,PSE,7.40889181529301,7.60382722941306,7.0405505952381,7.3596451347333,7.05401698427058,7.10160510439939,6.31674857805511,5.74521927421669,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,"Yemen, Rep.",YEM,20.2059373997207,25.0909130885165,26.9610663621827,28.7451403146812,..,..,..,..,..
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Zambia,ZMB,4.98083656431146,6.22847198956029,4.0242711937365,3.34112399209449,2.86077493680796,2.97263384548847,3.0009183199046,3.09401583016467,2.23012034259343
"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,Zimbabwe,ZWE,8.28424690276128,7.87398582101493,7.24774182903909,7.31937514619024,9.81926160524559,8.77285875573664,8.84989924799123,7.17054980904313,4.10825365441784
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Afghanistan,AFG,22.1240424906926,10.4668076938201,10.0518739969063,13.3872469597976,14.0581123697768,12.9525996015547,14.2736570191788,16.0503677223963,13.5231032701819
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Albania,ALB,21.7636809971645,21.1419653523072,20.3584083577153,23.7535862152793,22.9655306366233,23.4687164167083,22.4341151172329,23.0250575763314,23.0184724953671
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Algeria,DZA,32.7565009315894,32.205164049828,33.4766949498416,35.3432586054084,33.5743211841578,30.0235803787213,36.3214812457704,43.0480574822468,37.7570495314503
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,American Samoa,ASM,..,..,..,..,..,..,..,..,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Andorra,AND,9.98126871637019,10.1407794073814,10.3955176672591,11.0763337210625,11.6998176283166,12.6601582717327,12.3626363853047,11.1453411041301,12.4282261796617
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Angola,AGO,41.9330921928439,42.6435678702129,42.1679537698985,47.9315418514046,49.7609216143959,45.6782423367558,47.5244095549704,45.180052903576,45.2629187172157
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Antigua and Barbuda,ATG,15.9250271771331,17.7630483047708,18.849038849958,20.6520988023085,21.0939260912965,21.1335862331491,20.4929123040736,19.4735944539628,19.4351587534362
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Argentina,ARG,23.153056135905,22.0541072112108,21.782123219335,23.7195923321304,23.1578477391434,22.4088763711802,23.4994644263761,24.0075527787773,25.0563816101503
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Armenia,ARM,25.7086994351611,25.5771330395605,25.8095323791656,24.7565578476257,24.9716084573435,26.8172956979296,26.3643404113901,25.4370966437794,23.3745392421065
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Aruba,ABW,12.4688230870932,12.7138223459928,12.3948233277596,11.3581680555627,11.3720370882194,..,..,..,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Australia,AUS,23.6809068044195,22.3199755837758,23.4740606091639,24.1240577727471,25.2720792022262,25.3864557192621,25.4208652512055,27.48251427159,27.6508823908584
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Austria,AUT,25.5152402246539,25.9124691845374,25.8023213025638,25.7190926354333,25.5363771006496,25.6544867826211,25.7280321427311,25.2055400552551,25.2446158376037
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Azerbaijan,AZE,44.8913203383597,47.5578070076723,49.7017251037138,52.250536882585,48.8236328425495,41.9563201571824,48.8181736249399,56.1467373576856,46.6317359792855
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,"Bahamas, The",BHS,11.3117830001971,13.3391797430418,13.1481526882248,12.4534314114047,13.2458013859652,12.5594987045852,11.2165644873295,8.49776194391157,8.79101719147749
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Bahrain,BHR,39.0907990671172,38.2033398636175,39.9934662996166,41.4758871750475,40.6177669647554,39.1001079781372,44.2164324898801,46.8533480554449,44.0340920568647
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Bangladesh,BGD,26.8313948329541,31.0691513830358,31.2482919641603,31.9828135899766,32.8525491977868,32.9115650824449,33.3160943869001,33.9200804971876,34.5942721606063
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Barbados,BRB,14.4271779180173,13.8904385424109,13.8367970386892,13.5322840151688,13.2389093286305,13.4990577108304,13.9465704706384,13.9791701009868,13.2468225341842
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Belarus,BLR,32.6926926926927,30.9587252103761,31.5542610734955,31.265533028123,31.7370780512425,31.3516473974927,32.1445734089406,33.0290955450834,32.5397512173745
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Belgium,BEL,19.4767746872729,19.0981057822176,19.1545604130921,18.9641251486969,19.2417105698694,19.0811705163268,17.9974949765149,19.51856076442,18.5320111362915
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Belize,BLZ,14.5436720549007,15.4606731541827,14.0934562944006,13.6640139539954,14.0518360339991,16.3301270284162,17.02505628886,15.430147187972,14.2670818592367
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Benin,BEN,16.3850954444902,15.7020683118185,15.1075858507501,14.6419567509163,16.3125612015902,16.2905490528658,16.4674003775761,17.0177168089335,17.301919273728
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Bermuda,BMU,5.12438047943502,5.34979364226582,5.50930538497597,5.7012359712742,6.37065036340846,5.63417624162806,5.30060150080826,5.35747408654595,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Bhutan,BTN,38.4680946288235,38.4489964379149,39.0388793568182,35.2652134465773,33.0939030359069,31.7909765444329,31.6232724117457,31.8248447349295,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Bolivia,BOL,25.2024162637285,25.3263589602461,26.3699744223227,26.2465894695308,25.2102745518532,23.4919320082359,26.3623003913939,26.2017588841709,24.2281365743265
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Bosnia and Herzegovina,BIH,21.7264560489569,22.3443500361225,23.1210738626282,23.7113591895767,23.2037923056831,23.7775609403246,24.7993816070925,24.663249794412,23.7549720693083
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Botswana,BWA,37.5439994873569,40.3451621913098,37.1010050249191,34.8003276690785,31.947105419301,26.6904976327808,33.038686402612,37.4556399560126,34.3235124372148
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Brazil,BRA,19.3600439808819,18.3547582787182,18.1885023093992,18.7490514525621,18.7546275712259,19.5061183910265,22.1234751937997,22.819456851691,22.2631820393204
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Brunei Darussalam,BRN,61.3627776894002,57.2893640811557,59.7205892141163,63.244818370328,62.5153213959076,59.1336301292727,62.7015640831986,67.9255854818627,61.8007697610423
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Bulgaria,BGR,24.0301394911987,24.4597736962039,23.9892951281784,22.1871470437128,21.5227859769958,21.8235786111096,20.7403905758748,25.3027914291274,22.6590548996786
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Burkina Faso,BFA,24.3613757844362,24.8815173666488,25.1500158888108,25.5894433780973,27.4259133812459,29.4694767840377,28.5306243008568,28.7354846571486,29.2507438804066
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Burundi,BDI,11.7664286894227,12.2073630909389,10.9931308053063,11.1072170298745,10.9359800008699,10.7429500000783,10.599389999527,10.6377881445908,9.58704196613673
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Cabo Verde,CPV,14.6158909934146,12.6668493291087,12.5188038438799,14.6286899740782,13.2851974278212,14.6866327211119,12.5191470013199,11.0789238411144,10.5663236902043
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Cambodia,KHM,31.4639051712341,33.0562094608004,34.2980809169165,36.8714237524226,39.0455946521572,37.4576122779361,40.3205085730071,40.8649626222158,40.5173741615592
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Cameroon,CMR,25.0914880063978,24.1821445706245,24.2621952863109,24.6822312095632,23.826878053897,23.0380654380784,24.4925542356924,27.1303593377196,25.5334310202935
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Canada,CAN,24.4156825468916,23.2953005455848,24.0278028870792,24.6223059554353,24.0774078769413,22.4516173195,..,..,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Cayman Islands,CYM,7.00603829734849,7.28391279038289,7.19381823523329,7.41439077440039,7.70795357512228,8.13491486287445,8.37449585910057,8.19059449963044,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Central African Republic,CAF,22.1252513485047,21.6382374370791,20.7372245546503,20.5557559569889,20.5119712162628,20.4481887695507,21.5873200020514,21.157300000739,20.7068173193684
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Chad,TCD,33.5847080630213,32.8141711229947,30.4294114663739,31.4687615533908,32.7290923445209,35.7262398275384,39.5854117676595,50.686616449417,44.3712975732338
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Channel Islands,CHI,..,7.6757718255658,8.01938141645934,7.92367534573223,7.93089453000351,7.65409444723704,8.86439923825192,8.3830679169951,8.22051733135763
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Chile,CHL,27.880640410938,26.77956504765,27.3811560666543,27.8615227738238,27.1184422429165,29.8295676046618,30.8838655825021,31.2573342858236,29.6651664091037
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,China,CHN,40.8413399694664,39.5806215022693,39.8516984491913,39.6870118233885,38.5874054560514,37.8428217198988,39.2907720034165,39.3276698500683,38.2829907905443
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Colombia,COL,28.5894478881361,27.689162311787,26.8148589146209,26.8954667535946,25.993426836769,23.439238595813,24.5565697439449,26.14752709739,24.5543601164546
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Comoros,COM,10.4084081560234,9.85451807028183,9.13735009601101,8.87679586458954,8.53100061504245,8.08945323604662,9.26757877710919,9.08023962251132,8.97434105710441
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,"Congo, Dem. Rep.",COD,41.7048638993049,41.1613816297449,55.884401703307,65.8764295078008,39.6519158406748,41.1337667085316,45.3420353474724,47.7796331702669,46.5079749144518
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,"Congo, Rep.",COG,48.6789561936062,38.4474514101503,45.9671895089887,54.391991835456,50.1286715725578,33.9517597969829,42.893702942357,49.2455523632312,45.2236339577947
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Costa Rica,CRI,19.9678784677773,19.6500112824728,19.3145397059632,19.5581432647296,19.2336569312753,20.3678511278951,20.6057923603832,20.6464381116167,20.459253835237
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Cote d'Ivoire,CIV,20.1215578301808,20.820713814142,19.8085626532407,19.1116818893978,21.6420400540965,20.7022034045474,22.1030350664638,23.6265184582204,23.8872081552878
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Croatia,HRV,20.3676183983865,20.2753465952331,19.7709861228507,19.2899088316712,19.576023376529,20.0952775136724,19.5841524472658,20.0651495635468,21.010322389472
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Cuba,CUB,22.3538093576701,22.9428012239707,24.3566251406905,24.8779064616327,24.5495399680549,23.0178720803936,23.3474359517543,23.7700418806891,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Curacao,CUW,16.5035975776015,17.1537623380018,15.40989746938,14.4127504348654,13.2746382945077,11.9846938418533,11.4367117103751,11.1890586123849,11.6877248208857
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Cyprus,CYP,10.1909463210663,10.836514879496,11.3472324007128,12.0224270287232,12.7890118881986,12.8234844954585,11.4803600907365,10.3157797831982,10.4941708818085
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Czechia,CZE,33.515061761941,33.0261220764687,32.2345069182507,31.2449402120943,30.8172927602906,29.6728490106408,28.5164055991395,29.2185730464326,30.4223358832913
